13/09/2015,153.33
14/09/2015,155.79
15/09/2015,133.06
16/09/2015,113.99
17/09/2015,126.13
18/09/2015,258.91
19/09/2015,296.56
20/09/2015,167.45
21/09/2015,246.23
22/09/2015,193.9
23/09/2015,200.91
24/09/2015,193.16
25/09/2015,100.49
26/09/2015,181.29
27/09/2015,107.98
28/09/2015,161.67
29/09/2015,111.91
30/09/2015,167.25
01/10/2015,167.97
02/10/2015,159.2
03/10/2015,227.88
04/10/2015,151.17
05/10/2015,146.59
06/10/2015,129.72
07/10/2015,103.41
08/10/2015,126.12
09/10/2015,181.97
10/10/2015,224.93
11/10/2015,191.69
12/10/2015,106.33
13/10/2015,99.62
14/10/2015,110.76
15/10/2015,126.45
16/10/2015,144.24
17/10/2015,160.57
18/10/2015,149.3
19/10/2015,176.01
20/10/2015,157.47
21/10/2015,189.7
22/10/2015,167.8
23/10/2015,135.18
24/10/2015,105.83
25/10/2015,142.13
26/10/2015,130.52
27/10/2015,139.17
28/10/2015,192.05
29/10/2015,157.81
30/10/2015,230.02
31/10/2015,145.19
01/11/2015,129.46
02/11/2015,134.45
03/11/2015,147.33
04/11/2015,123.6
05/11/2015,177.91
06/11/2015,152.09
07/11/2015,222.55
08/11/2015,168.42
09/11/2015,155.09
10/11/2015,156.7
11/11/2015,159.24
12/11/2015,132.43
13/11/2015,183.86
14/11/2015,197.72
15/11/2015,153.68
16/11/2015,147.65
17/11/2015,203.66
18/11/2015,149.57
20/11/2015,151.37
21/11/2015,166.5
22/11/2015,109.54
23/11/2015,116.45
24/11/2015,158.69
25/11/2015,143
26/11/2015,124.35
27/11/2015,59.96
28/11/2015,84.28
29/11/2015,142.94
30/11/2015,140.09
01/12/2015,153.92
02/12/2015,80.22
03/12/2015,92.56
04/12/2015,112.86
05/12/2015,118.69
06/12/2015,128.73
07/12/2015,137.69
08/12/2015,150.27
09/12/2015,155.42
10/12/2015,71.77
11/12/2015,91.94
12/12/2015,70.02
13/12/2015,70.96
14/12/2015,68.17
15/12/2015,93.33
16/12/2015,73.08
17/12/2015,59.34
18/12/2015,117.04
19/12/2015,151.51
20/12/2015,87.44
21/12/2015,76.4
22/12/2015,75.86
23/12/2015,55.3
24/12/2015,113.58
25/12/2015,159.69
26/12/2015,172.79
27/12/2015,174.29
28/12/2015,110.14
29/12/2015,133.03
30/12/2015,160.82
31/12/2015,147.83
