12/09/2015,32.61
13/09/2015,30.3
14/09/2015,32.32
15/09/2015,32.04
16/09/2015,32.51
17/09/2015,33.11
18/09/2015,32.51
19/09/2015,31.98
20/09/2015,30.12
21/09/2015,32.31
22/09/2015,32.39
23/09/2015,32.79
24/09/2015,30.71
25/09/2015,32.74
26/09/2015,32.16
27/09/2015,31.37
28/09/2015,33.39
29/09/2015,34.86
30/09/2015,36.35
01/10/2015,35.75
02/10/2015,33.23
03/10/2015,31.76
04/10/2015,31.72
05/10/2015,32.43
06/10/2015,33.89
07/10/2015,34.33
08/10/2015,34.1
09/10/2015,33.94
10/10/2015,33.89
11/10/2015,33.49
12/10/2015,32.95
13/10/2015,33.75
14/10/2015,34.6
15/10/2015,35.41
16/10/2015,35.03
17/10/2015,35.57
18/10/2015,35.13
19/10/2015,35.78
20/10/2015,35.26
21/10/2015,35.29
22/10/2015,35.29
23/10/2015,35.1
24/10/2015,35.01
25/10/2015,34.65
26/10/2015,34.13
27/10/2015,33.93
28/10/2015,34.06
29/10/2015,33.82
30/10/2015,32.84
31/10/2015,33.79
01/11/2015,33.9
02/11/2015,34.5
03/11/2015,33.54
04/11/2015,33.81
05/11/2015,33.85
06/11/2015,34.24
07/11/2015,34.54
08/11/2015,33.81
09/11/2015,33.69
10/11/2015,33.47
11/11/2015,33.96
12/11/2015,34.98
13/11/2015,33.74
14/11/2015,33.26
15/11/2015,33.18
16/11/2015,33.31
17/11/2015,32.97
18/11/2015,33.59
19/11/2015,30.9
20/11/2015,36.07
21/11/2015,33.71
22/11/2015,32.53
23/11/2015,32.39
24/11/2015,33.23
25/11/2015,33.45
26/11/2015,33.36
27/11/2015,32.01
28/11/2015,30.68
29/11/2015,31.64
30/11/2015,32.72
01/12/2015,32.71
02/12/2015,32.28
03/12/2015,31.75
04/12/2015,31.5
05/12/2015,31.82
06/12/2015,31.98
07/12/2015,32.26
08/12/2015,31.46
09/12/2015,30.73
10/12/2015,30.09
11/12/2015,29.56
12/12/2015,28.76
13/12/2015,29
14/12/2015,29.65
15/12/2015,30.04
16/12/2015,29.28
17/12/2015,28.2
18/12/2015,28.29
19/12/2015,30.08
20/12/2015,29.17
21/12/2015,28.62
22/12/2015,26.96
23/12/2015,25.72
24/12/2015,27
25/12/2015,28.91
26/12/2015,27.84
27/12/2015,28.36
28/12/2015,29.33
29/12/2015,31.07
30/12/2015,30.43
31/12/2015,30.6
